u,index,value
"array([-1.5, -1. ])",0,23.29550171627413
"array([-1.5, -1. ])",1,30.925745478024297
"array([-1.5, -1. ])",2,86.08193502582039
"array([-1.5, -1. ])",3,125.79111389774003
"array([-1.5, -1. ])",4,41.31913889869177
"array([-1.5, -1. ])",5,27.939110908173905
"array([-1.5, -1. ])",6,104.64680369576838
"array([-1.5, -1. ])",7,314.51654996159044
"array([-1.5, -1. ])",8,331.82809569878725
"array([-1.5, -1. ])",9,146.4722761802168
"array([-1.5, -1. ])",10,64.2434893572638
"array([-1.5, -1. ])",11,191.7728676078989
"array([-1.5, -1. ])",12,366.7508296301331
"array([-1.5, -1. ])",13,271.56487405073665
"array([-1.5, -1. ])",14,245.41465032150228
"array([-1.5, -1. ])",15,53.26469366225591
"array([-1.5, -1. ])",16,172.78379203509755
"array([-1.5, -1. ])",17,243.73983002878876
"array([-1.5, -1. ])",18,156.04850022405708
"array([-1.5, -1. ])",19,138.6573809461111
"array([-1.5, -1. ])",20,9.929873472137405
"array([-1.5, -1. ])",21,41.675992708445825
"array([-1.5, -1. ])",22,78.57492980151194
"array([-1.5, -1. ])",23,88.53188266939338
"array([-1.5, -1. ])",24,43.715443757249275
"array([-1.5, -1. ])",25,156.12583222569268
"array([-1.5, -1. ])",26,90.26844502222575
"array([-1.5, -1. ])",27,58.91475971071664
"array([-1.5, -1. ])",28,175.62278258422867
"array([-1.5, -1. ])",29,85.59063125412278
"array([-1.5, -1. ])",30,109.42820678590824
"array([-1.5, -1. ])",31,162.01612848981114
"array([-1.5, -1. ])",32,271.9161240752454
"array([-1.5, -1. ])",33,407.0938455385449
"array([-1.5, -1. ])",34,241.72966166209392
"array([-1.5, -1. ])",35,238.3054992869842
"array([-1.5, -1. ])",36,333.7333354935412
"array([-1.5, -1. ])",37,385.8347792282119
"array([-1.5, -1. ])",38,333.64858032399087
"array([-1.5, -1. ])",39,342.0244706518576
"array([-1.5, -1. ])",40,213.819502237752
"array([-1.5, -1. ])",41,322.55317495534484
"array([-1.5, -1. ])",42,369.9325513809747
"array([-1.5, -1. ])",43,210.98055760048297
"array([-1.5, -1. ])",44,153.21922296731677
"array([-1.5, -1. ])",45,61.26489142837037
"array([-1.5, -1. ])",46,97.0759791679196
"array([-1.5, -1. ])",47,111.10582668099975
"array([-1.5, -1. ])",48,48.57886225291244
"array([-1.5, -1. ])",49,11.900936851248296
"array([-1.5, -1. ])",50,183.2811934566969
