u,index,value
"array([-1.5, -1. ])",0,3.116371998580166
"array([-1.5, -1. ])",1,11.160656711941199
"array([-1.5, -1. ])",2,23.307218719674665
"array([-1.5, -1. ])",3,43.62958679471729
"array([-1.5, -1. ])",4,27.619358484155896
"array([-1.5, -1. ])",5,15.145887143296939
"array([-1.5, -1. ])",6,88.95790715269607
"array([-1.5, -1. ])",7,148.7577213761144
"array([-1.5, -1. ])",8,152.31989718516178
"array([-1.5, -1. ])",9,95.92035448076736
"array([-1.5, -1. ])",10,27.20512859979339
"array([-1.5, -1. ])",11,157.31809383059334
"array([-1.5, -1. ])",12,334.5629327601961
"array([-1.5, -1. ])",13,296.68873550285707
"array([-1.5, -1. ])",14,151.3307009953593
"array([-1.5, -1. ])",15,24.925680578058163
"array([-1.5, -1. ])",16,71.17795773658466
"array([-1.5, -1. ])",17,222.536526023885
"array([-1.5, -1. ])",18,245.86617161185657
"array([-1.5, -1. ])",19,125.0930439338096
"array([-1.5, -1. ])",20,19.672252883678123
"array([-1.5, -1. ])",21,11.389859767395498
"array([-1.5, -1. ])",22,18.481094505942302
"array([-1.5, -1. ])",23,30.088453992971573
"array([-1.5, -1. ])",24,22.317249183448748
"array([-1.5, -1. ])",25,26.562536414347278
"array([-1.5, -1. ])",26,73.3309565087719
"array([-1.5, -1. ])",27,104.80141167932595
"array([-1.5, -1. ])",28,93.28038690660556
"array([-1.5, -1. ])",29,48.38626213532573
"array([-1.5, -1. ])",30,41.96026514133912
"array([-1.5, -1. ])",31,213.92723219503478
"array([-1.5, -1. ])",32,408.1852469216885
"array([-1.5, -1. ])",33,319.02227253284
"array([-1.5, -1. ])",34,145.92861471010616
"array([-1.5, -1. ])",35,72.97979446561088
"array([-1.5, -1. ])",36,278.1991257998999
"array([-1.5, -1. ])",37,419.77728726258886
"array([-1.5, -1. ])",38,324.9877973668958
"array([-1.5, -1. ])",39,185.1653716951913
"array([-1.5, -1. ])",40,140.56064622142253
"array([-1.5, -1. ])",41,174.9653382292997
"array([-1.5, -1. ])",42,164.37977689018595
"array([-1.5, -1. ])",43,177.26328051060304
"array([-1.5, -1. ])",44,135.4763642473395
"array([-1.5, -1. ])",45,114.6269875109293
"array([-1.5, -1. ])",46,46.64995998300449
"array([-1.5, -1. ])",47,-14.389979760882436
"array([-1.5, -1. ])",48,16.845172758199425
"array([-1.5, -1. ])",49,15.426827743945017
"array([-1.5, -1. ])",50,61.040006719637844
"array([-1.5, -1. ])",51,83.16384690025897
"array([-1.5, -1. ])",52,50.34821197584119
"array([-1.5, -1. ])",53,27.457334580951787
"array([-1.5, -1. ])",54,19.417522553832885
"array([-1.5, -1. ])",55,50.487448868875944
"array([-1.5, -1. ])",56,83.27586474750616
"array([-1.5, -1. ])",57,206.10236355656866
"array([-1.5, -1. ])",58,210.13290107297544
"array([-1.5, -1. ])",59,97.47504460856382
"array([-1.5, -1. ])",60,51.75446452990507
"array([-1.5, -1. ])",61,117.2653718232524
"array([-1.5, -1. ])",62,168.24762640600832
"array([-1.5, -1. ])",63,236.50446969852172
"array([-1.5, -1. ])",64,176.6125690181295
"array([-1.5, -1. ])",65,167.78813867309776
"array([-1.5, -1. ])",66,230.978116861194
"array([-1.5, -1. ])",67,145.369041199578
"array([-1.5, -1. ])",68,193.01117570874897
"array([-1.5, -1. ])",69,202.53009533123625
"array([-1.5, -1. ])",70,151.53196597506374
"array([-1.5, -1. ])",71,121.1250248847903
"array([-1.5, -1. ])",72,58.57977469849906
"array([-1.5, -1. ])",73,71.37453151313667
"array([-1.5, -1. ])",74,54.31645323764905
"array([-1.5, -1. ])",75,49.582104882909285
"array([-1.5, -1. ])",76,41.21680325428763
"array([-1.5, -1. ])",77,-0.5155504547029176
"array([-1.5, -1. ])",78,3.9169304074819173
"array([-1.5, -1. ])",79,7.228207356543384
"array([-1.5, -1. ])",80,61.55890976454406
"array([-1.5, -1. ])",81,67.0597395338216
"array([-1.5, -1. ])",82,63.44328081630128
"array([-1.5, -1. ])",83,87.75907830186075
"array([-1.5, -1. ])",84,50.87167682316945
"array([-1.5, -1. ])",85,91.96132684262864
"array([-1.5, -1. ])",86,158.7830568271919
