u,index,value
"array([-1.5, -1. ])",0,4.225584105909634
"array([-1.5, -1. ])",1,17.32184891496402
"array([-1.5, -1. ])",2,39.981266893899154
"array([-1.5, -1. ])",3,18.354594122525803
"array([-1.5, -1. ])",4,3.330374041282068
"array([-1.5, -1. ])",5,11.62060466927461
"array([-1.5, -1. ])",6,70.29533592714786
"array([-1.5, -1. ])",7,139.35731492476665
"array([-1.5, -1. ])",8,84.26576811781491
"array([-1.5, -1. ])",9,33.196697844645946
"array([-1.5, -1. ])",10,37.45514529885495
"array([-1.5, -1. ])",11,162.01386671351878
"array([-1.5, -1. ])",12,239.697275353862
"array([-1.5, -1. ])",13,121.46349164123234
"array([-1.5, -1. ])",14,46.78326277481189
"array([-1.5, -1. ])",15,32.28569832416927
"array([-1.5, -1. ])",16,89.48454074746603
"array([-1.5, -1. ])",17,107.57078228704663
"array([-1.5, -1. ])",18,91.73891067960244
"array([-1.5, -1. ])",19,43.10287535155005
"array([-1.5, -1. ])",20,10.675209076852124
"array([-1.5, -1. ])",21,28.48067534244206
"array([-1.5, -1. ])",22,46.59605719752418
"array([-1.5, -1. ])",23,93.26566535940508
"array([-1.5, -1. ])",24,36.16919162675174
"array([-1.5, -1. ])",25,32.47570808778101
"array([-1.5, -1. ])",26,78.52818213388906
"array([-1.5, -1. ])",27,108.10791388114576
"array([-1.5, -1. ])",28,33.98228648730937
"array([-1.5, -1. ])",29,5.1663489771837705
"array([-1.5, -1. ])",30,23.890021438176756
"array([-1.5, -1. ])",31,106.76087446203437
"array([-1.5, -1. ])",32,181.3483638990308
"array([-1.5, -1. ])",33,147.68859794887615
"array([-1.5, -1. ])",34,79.44988579481571
"array([-1.5, -1. ])",35,88.78708395546414
"array([-1.5, -1. ])",36,242.1525143114233
"array([-1.5, -1. ])",37,251.36667245096663
"array([-1.5, -1. ])",38,197.44321876291096
"array([-1.5, -1. ])",39,116.61614876638757
"array([-1.5, -1. ])",40,137.5167094972868
"array([-1.5, -1. ])",41,221.93021390312356
"array([-1.5, -1. ])",42,128.50257614649587
"array([-1.5, -1. ])",43,142.6469965461688
"array([-1.5, -1. ])",44,105.09884153383683
"array([-1.5, -1. ])",45,54.77067902784121
"array([-1.5, -1. ])",46,91.92774694122834
"array([-1.5, -1. ])",47,58.497237183829746
"array([-1.5, -1. ])",48,85.02743626286657
"array([-1.5, -1. ])",49,42.39944657084539
"array([-1.5, -1. ])",50,81.82787807321667
"array([-1.5, -1. ])",51,91.54579195582045
"array([-1.5, -1. ])",52,52.61036833940294
"array([-1.5, -1. ])",53,22.248942926163814
"array([-1.5, -1. ])",54,10.005914193932847
"array([-1.5, -1. ])",55,17.691418505461115
"array([-1.5, -1. ])",56,33.73689162444561
"array([-1.5, -1. ])",57,56.12784760776934
"array([-1.5, -1. ])",58,80.66725258056995
"array([-1.5, -1. ])",59,58.30711296826096
"array([-1.5, -1. ])",60,9.432703688403057
"array([-1.5, -1. ])",61,73.73023056657617
"array([-1.5, -1. ])",62,88.88486505492043
"array([-1.5, -1. ])",63,125.762183891946
"array([-1.5, -1. ])",64,93.52017517011681
"array([-1.5, -1. ])",65,174.81812058167102
"array([-1.5, -1. ])",66,194.72056425252543
"array([-1.5, -1. ])",67,97.25907272663204
"array([-1.5, -1. ])",68,141.43373228774828
"array([-1.5, -1. ])",69,139.56420746068045
"array([-1.5, -1. ])",70,110.47841814159521
"array([-1.5, -1. ])",71,112.34830809074869
"array([-1.5, -1. ])",72,45.92225138769062
"array([-1.5, -1. ])",73,40.04339107743735
"array([-1.5, -1. ])",74,64.59432337427788
"array([-1.5, -1. ])",75,59.662253400036896
"array([-1.5, -1. ])",76,58.94156229734031
"array([-1.5, -1. ])",77,32.404779522048386
"array([-1.5, -1. ])",78,62.869801728971346
"array([-1.5, -1. ])",79,31.36343276476876
"array([-1.5, -1. ])",80,47.036035371486236
"array([-1.5, -1. ])",81,92.97852859141675
"array([-1.5, -1. ])",82,85.31237241422632
"array([-1.5, -1. ])",83,100.34400301408238
"array([-1.5, -1. ])",84,58.656648151040116
"array([-1.5, -1. ])",85,44.53721579056585
"array([-1.5, -1. ])",86,136.7462922103968
"array([-1.5, -1. ])",87,166.6819856727469
"array([-1.5, -1. ])",88,142.4563081964481
"array([-1.5, -1. ])",89,69.63834013554246
"array([-1.5, -1. ])",90,177.5372243079562
"array([-1.5, -1. ])",91,182.06404646554293
"array([-1.5, -1. ])",92,204.1437795376907
"array([-1.5, -1. ])",93,221.26785586992983
"array([-1.5, -1. ])",94,136.5508464171127
"array([-1.5, -1. ])",95,101.47807461274785
"array([-1.5, -1. ])",96,112.36549327673474
"array([-1.5, -1. ])",97,141.4864610627709
"array([-1.5, -1. ])",98,122.98905128037136
"array([-1.5, -1. ])",99,92.17848659683735
"array([-1.5, -1. ])",100,9.30915287784981
"array([-1.5, -1. ])",101,15.063908071791223
"array([-1.5, -1. ])",102,20.671229556280853
"array([-1.5, -1. ])",103,43.648777570892555
"array([-1.5, -1. ])",104,19.038070482564542
"array([-1.5, -1. ])",105,30.879655793527846
"array([-1.5, -1. ])",106,83.54676058482335
"array([-1.5, -1. ])",107,76.01896898883373
"array([-1.5, -1. ])",108,54.733355304953854
"array([-1.5, -1. ])",109,23.008304517484778
"array([-1.5, -1. ])",110,113.82918806422258
"array([-1.5, -1. ])",111,169.58983748444845
"array([-1.5, -1. ])",112,131.29594708910307
"array([-1.5, -1. ])",113,58.07429037920882
"array([-1.5, -1. ])",114,17.242967795824857
"array([-1.5, -1. ])",115,206.29699498200648
"array([-1.5, -1. ])",116,162.8614667453057
"array([-1.5, -1. ])",117,115.91074001304216
"array([-1.5, -1. ])",118,80.59248745023048
"array([-1.5, -1. ])",119,30.686571142670587
"array([-1.5, -1. ])",120,82.64848397965635
"array([-1.5, -1. ])",121,77.51831372867484
"array([-1.5, -1. ])",122,90.66760009109021
"array([-1.5, -1. ])",123,62.31100768288473
"array([-1.5, -1. ])",124,23.99764628878119
"array([-1.5, -1. ])",125,12.895079241925295
"array([-1.5, -1. ])",126,21.655005224870624
"array([-1.5, -1. ])",127,27.26538364172101
"array([-1.5, -1. ])",128,6.056526840390461
"array([-1.5, -1. ])",129,3.2680684450716715
"array([-1.5, -1. ])",130,23.659759632762363
"array([-1.5, -1. ])",131,90.9328314327942
"array([-1.5, -1. ])",132,142.57972643618896
"array([-1.5, -1. ])",133,99.93271670965065
"array([-1.5, -1. ])",134,51.43124891805018
"array([-1.5, -1. ])",135,35.86060980156755
"array([-1.5, -1. ])",136,145.96028789761237
"array([-1.5, -1. ])",137,206.4004570845319
"array([-1.5, -1. ])",138,126.28588166963482
"array([-1.5, -1. ])",139,59.37543845903043
"array([-1.5, -1. ])",140,25.73536431133758
"array([-1.5, -1. ])",141,78.25002252715632
"array([-1.5, -1. ])",142,116.45628052119326
"array([-1.5, -1. ])",143,98.52867824318363
"array([-1.5, -1. ])",144,46.863710168570535
"array([-1.5, -1. ])",145,9.799680891335072
"array([-1.5, -1. ])",146,30.62735902175728
"array([-1.5, -1. ])",147,59.502152725117455
"array([-1.5, -1. ])",148,97.99111060267082
"array([-1.5, -1. ])",149,34.33244901714709
"array([-1.5, -1. ])",150,119.6053347679797
"array([-1.5, -1. ])",151,99.4459883737278
"array([-1.5, -1. ])",152,37.12284319610853
"array([-1.5, -1. ])",153,-29.286010519304718
"array([-1.5, -1. ])",154,-5.441289520029714
"array([-1.5, -1. ])",155,97.86989557962029
"array([-1.5, -1. ])",156,99.49539482525418
"array([-1.5, -1. ])",157,114.76421548414706
"array([-1.5, -1. ])",158,119.58465755782757
"array([-1.5, -1. ])",159,98.69693976578704
"array([-1.5, -1. ])",160,35.90226330728078
"array([-1.5, -1. ])",161,137.90271754114502
"array([-1.5, -1. ])",162,145.43898841046894
"array([-1.5, -1. ])",163,195.54973531188713
"array([-1.5, -1. ])",164,179.17223944111694
"array([-1.5, -1. ])",165,76.68289500270156
"array([-1.5, -1. ])",166,145.11901355644508
"array([-1.5, -1. ])",167,112.88856289832307
"array([-1.5, -1. ])",168,203.83895867702495
"array([-1.5, -1. ])",169,177.34240667793563
"array([-1.5, -1. ])",170,47.893476118684994
"array([-1.5, -1. ])",171,78.84669125759582
"array([-1.5, -1. ])",172,54.468363922478105
"array([-1.5, -1. ])",173,66.11912940404245
"array([-1.5, -1. ])",174,21.777257032986086
"array([-1.5, -1. ])",175,312.6616313634057
"array([-1.5, -1. ])",176,238.78602926086396
"array([-1.5, -1. ])",177,34.74823077498053
"array([-1.5, -1. ])",178,26.308795779994725
"array([-1.5, -1. ])",179,39.97380613012607
"array([-1.5, -1. ])",180,242.75609983259213
"array([-1.5, -1. ])",181,158.50792143640948
"array([-1.5, -1. ])",182,103.754165141638
"array([-1.5, -1. ])",183,219.1975545979626
"array([-1.5, -1. ])",184,201.78408205125513
"array([-1.5, -1. ])",185,-32.324331789629
"array([-1.5, -1. ])",186,28.722149676270302
"array([-1.5, -1. ])",187,131.92265424792654
"array([-1.5, -1. ])",188,297.8219582200072
"array([-1.5, -1. ])",189,266.27427696072505
"array([-1.5, -1. ])",190,145.26019142738468
"array([-1.5, -1. ])",191,186.90619999008055
"array([-1.5, -1. ])",192,207.50465771233908
"array([-1.5, -1. ])",193,354.86737364619523
"array([-1.5, -1. ])",194,237.77096505255568
"array([-1.5, -1. ])",195,157.44886114989765
"array([-1.5, -1. ])",196,139.7106169409315
"array([-1.5, -1. ])",197,93.33989554781675
"array([-1.5, -1. ])",198,83.7885654556089
"array([-1.5, -1. ])",199,42.47224165829862
"array([-1.5, -1. ])",200,195.36308057363203
"array([-1.5, -1. ])",201,167.89209989065293
"array([-1.5, -1. ])",202,78.22825590297778
"array([-1.5, -1. ])",203,161.59404338788423
"array([-1.5, -1. ])",204,101.9252019555155
"array([-1.5, -1. ])",205,235.06002459641155
"array([-1.5, -1. ])",206,304.7738460373777
"array([-1.5, -1. ])",207,285.6421902912594
"array([-1.5, -1. ])",208,397.3154448741173
"array([-1.5, -1. ])",209,278.0215745616884
"array([-1.5, -1. ])",210,160.98106848078177
"array([-1.5, -1. ])",211,358.2602426972555
"array([-1.5, -1. ])",212,430.6648598137121
"array([-1.5, -1. ])",213,436.6361641970979
"array([-1.5, -1. ])",214,265.2244887674157
"array([-1.5, -1. ])",215,351.33265663999146
